    0.172837479756366793E+04    0.466081960070334844E+02    0.141630641937707907E+03    0.581913648471520961E+01    0.235999061381915460E+02    0.000000000000000000E+00    0.284939889491120923E+00    0.923260110045714066E+00   -0.467450210687687786E+02
    0.185344880767218842E+04    0.467358732941980648E+02    0.441725021631318882E+02    0.343200570285659534E+01    0.741397634890943635E+01    0.000000000000000000E+00    0.969412277401828559E+00    0.506977296108839237E+00   -0.448985486134737712E+02
    0.187735679501181971E+04    0.443654059156582079E+02    0.345445524613203858E+02    0.491468383766735428E+02    0.260982921005744224E+02    0.000000000000000000E+00    0.382261927376023436E+00    0.276887985798156766E+00   -0.447372842172283072E+02
    0.189669763993368497E+04    0.420604905865376608E+02    0.446407126980305193E+02    0.493263811342821796E+02    0.226717556028713396E+02    0.000000000000000000E+00    0.463707471680829486E+00    0.734882427301003616E+00   -0.445717871451500969E+02
    0.189254550935719931E+04    0.459925228193614757E+02    0.995140703615559064E+00    0.816506133748579011E+01    0.189239991286767157E+02    0.000000000000000000E+00    0.561049169373131873E+00    0.799179958469707574E+00   -0.445233978122205301E+02
    0.187512476370550849E+04    0.438821515373162825E+02    0.351940066230675228E+02    0.320856771460238761E+02    0.120179674337294671E+02    0.000000000000000000E+00    0.656527167481731011E+00    0.697526701675415806E-01   -0.444244755606157398E+02
    0.175180793860313702E+04    0.483039337213634568E+02    0.830892468575639072E+02    0.731304370820305039E+01    0.218887465810105191E+02    0.000000000000000000E+00    0.911226134061202342E+00    0.780113826661352427E+00   -0.442757665027563263E+02
    0.179533205466633308E+04    0.455622472998899823E+02    0.881974987949052576E+02    0.934746222510441171E+01    0.224445863029052077E+02    0.000000000000000000E+00    0.150093454245103175E+00    0.181373754764889789E+00   -0.442678260285668799E+02
    0.177970720957933281E+04    0.408017105402135627E+02    0.141396385961059082E+03    0.310759020453449537E+02    0.263692785582610405E+02    0.000000000000000000E+00    0.308250218388635311E+00    0.654485223864229915E+00   -0.441433584740963738E+02
    0.186365205583164720E+04    0.455278626615143622E+02    0.622139834963133396E+02    0.425297645836448339E+02    0.860507470450268985E+00    0.000000000000000000E+00    0.173757794798155812E+00    0.361281161163502007E+00   -0.441300653357334127E+02
    0.186004941443601888E+04    0.435656304814637920E+02    0.358896155267337065E+02    0.247606364233163063E+02    0.253107933403874696E+02    0.000000000000000000E+00    0.697806177368067826E+00    0.470838805022242624E+00   -0.440965192824252838E+02
    0.189632294900476290E+04    0.434776787379375946E+02    0.208022581330080243E+02    0.306143702486881679E+02    0.235090881999314405E+02    0.000000000000000000E+00    0.653496112124370421E+00    0.168342143829181584E+00   -0.438573483857527151E+02
    0.186567536056196127E+04    0.435629858721061325E+02    0.489300179841986420E+02    0.340728734482811007E+02    0.140476957220686742E+02    0.000000000000000000E+00    0.404627487867803282E+00    0.819393818393749473E+00   -0.436639624285219554E+02
    0.189332752807283168E+04    0.433458593112817283E+02    0.235979340407136498E+02    0.365968848407639484E+02    0.171101006401609474E+02    0.000000000000000000E+00    0.573868635951211292E+00    0.560640098192599079E+00   -0.436236973386193370E+02
    0.190283845671473932E+04    0.438834306688954427E+02    0.279546493357489076E+02    0.483583060365074928E+02    0.236755030387302767E+02    0.000000000000000000E+00    0.487067890854208818E+00    0.250530705614030125E+00   -0.436027754433676193E+02
    0.180959603701462265E+04    0.439163645888083352E+02    0.841476234112958537E+02    0.256951896824345631E+02    0.215669804045030560E+02    0.000000000000000000E+00    0.204112440568936349E+00    0.136844505278811396E+00   -0.435527699282022596E+02
    0.175176740155305220E+04    0.477119182208047619E+02    0.766819640716755373E+02    0.208780692248789235E+01    0.279450548306808884E+02    0.000000000000000000E+00    0.866042366852818879E+00    0.196758972492987183E+00   -0.435519505343711444E+02
    0.188077387918183240E+04    0.400865741736152259E+02    0.862991762112015408E+02    0.411930149525700458E+02    0.238701450841226084E+02    0.000000000000000000E+00    0.119619765199635131E+00    0.904273103702900150E+00   -0.431900943487553803E+02
    0.184644912658166186E+04    0.439546615356638526E+02    0.539075749780270215E+02    0.159636436195778373E+02    0.260651039986531750E+02    0.000000000000000000E+00    0.683441486460139802E+00    0.883400505063866359E+00   -0.431329594251271189E+02
    0.191125352184128633E+04    0.445153870840500048E+02    0.121096181546675030E+02    0.520005402852586158E+02    0.720014140455505269E+00    0.000000000000000000E+00    0.315830111268259883E+00    0.386851931978530073E+00   -0.431116432762718347E+02
    0.189442076266974254E+04    0.457811755440909138E+02    0.975658165456575188E-01    0.404163948514166407E+02    0.468692260530962113E+01    0.000000000000000000E+00    0.644128717465975442E+00    0.474796477287721896E+00   -0.431090824694375243E+02
    0.190153622423441266E+04    0.431858242816601674E+02    0.374616502008961945E+02    0.531346703344472644E+02    0.197120129666435915E+02    0.000000000000000000E+00    0.850540199593122215E+00    0.205553490043126202E+00   -0.430439158575732392E+02
    0.186867753479836415E+04    0.444476833000947451E+02    0.259185055177578398E+02    0.171256039289861981E+02    0.202885257877320164E+02    0.000000000000000000E+00    0.663607161771033627E+00    0.355151913393865537E+00   -0.430383091049714892E+02
    0.189727926667700967E+04    0.451954231736614105E+02    0.868447174484776596E+01    0.111169824500352483E+02    0.159134140110798050E+02    0.000000000000000000E+00    0.878615472996796876E+00    0.827170912227129018E+00   -0.429084598199174181E+02
    0.187327625348531251E+04    0.429751263794650029E+02    0.384191396639709026E+02    0.460320432494800258E+02    0.272187760777163668E+02    0.000000000000000000E+00    0.136752571943989765E+00    0.361433790382559184E+00   -0.428654732662171511E+02
    0.183821240049569928E+04    0.461359092742341801E+02    0.250710401004246748E+02    0.391770461458995056E+01    0.143053420593430527E+02    0.000000000000000000E+00    0.168152788770688899E+00    0.243534032400675060E+00   -0.428542003340337203E+02
    0.177957175131034978E+04    0.483368430929270474E+02    0.619107205595863732E+02    0.718578821493825792E+01    0.145741261368632831E+02    0.000000000000000000E+00    0.346856719496833277E+00    0.319413326849207646E+00   -0.428222253685362872E+02
    0.182440430100837648E+04    0.465276000040059898E+02    0.615483455888103990E+02    0.845193077387001601E+01    0.132386574340124312E+02    0.000000000000000000E+00    0.726373944257387549E+00    0.294977282972088473E+00   -0.427633994238576562E+02
    0.186158926455585515E+04    0.458941374283244699E+02    0.312344738695836206E+02    0.210515818415274758E+02    0.543307269314332375E+00    0.000000000000000000E+00    0.242950892782956451E+00    0.569143418308103000E+00   -0.426640908824707452E+02
    0.187240534164499763E+04    0.432732307910026464E+02    0.545339973309837944E+02    0.345014002611136092E+02    0.245791730559549819E+02    0.000000000000000000E+00    0.611746636154191559E+00    0.542453440192061306E-02   -0.425577341008762176E+02
